country,year,migration_no,iso_alpha
Suriname,2008,5,SUR
Vanuatu,2008,5,VUT
Yemen,2008,5,YEM
Argentina,2008,5,ARG
Brazil,2008,5,BRA
Canada,2008,5,CAN
China,2008,5,CHN
Greece,2008,5,GRC
India,2008,5,IND
Indonesia,2008,5,IDN
Ireland,2008,5,IRL
Italy,2008,5,ITA
Kenya,2008,5,KEN
Malaysia,2008,5,MYS
Myanmar,2008,5,MMR
Netherlands,2008,5,NLD
Nigeria,2008,5,NGA
Pakistan,2008,5,PAK
Philippines,2008,5,PHL
Portugal,2008,5,PRT
Taiwan,2008,5,TWN
Thailand,2008,5,THA
United States of America,2008,5,USA
Georgia,2008,6,GEO
Togo,2008,6,TGO
Maldives,2008,6,MDV
Jamaica,2008,6,JAM
Kiribati,2008,6,KIR
Sudan,2008,6,SDN
Bangladesh,2008,6,BGD
Tonga,2008,6,TON
Cameroon,2008,7,CMR
Namibia,2008,7,NAM
Seychelles,2008,7,SYC
Bolivia,2008,7,BOL
Guatemala,2008,7,GTM
Trinidad and Tobago,2008,7,TTO
Iceland,2008,8,ISL
Botswana,2008,8,BWA
Senegal,2008,8,SEN
Slovenia,2008,8,SVN
Albania,2008,8,ALB
"Korea, Republic of",2008,9,KOR
Brunei Darussalam,2008,10,BRN
Fiji,2008,10,FJI
Nauru,2008,11,NRU
Cuba,2008,11,CUB
Morocco,2008,11,MAR
Kyrgyzstan,2008,12,KGZ
Moldova,2008,12,MDA
Uruguay,2008,12,URY
Sri Lanka,2008,12,LKA
Burundi,2008,13,BDI
Rwanda,2008,13,RWA
Zambia,2008,13,ZMB
Eritrea,2008,13,ERI
Kosovo,2008,14,SRB
Afghanistan,2008,14,AFG
Estonia,2008,15,EST
Lithuania,2008,15,LTU
Solomon Islands,2008,16,SLB
El Salvador,2008,16,SLV
Uganda,2008,16,UGA
Armenia,2008,18,ARM
Ecuador,2008,19,ECU
Mongolia,2008,21,MNG
Malta,2008,21,MLT
Latvia,2008,23,LVA
Guinea,2008,24,GIN
Tanzania,2008,26,TZA
Uzbekistan,2008,26,UZB
Samoa,2008,27,WSM
Belarus,2008,31,BLR
Ethiopia,2008,36,ETH
Serbia,2008,36,SRB
Kazakhstan,2008,39,KAZ
Venezuela,2008,42,VEN
Bulgaria,2008,42,BGR
Croatia,2008,42,HRV
Syria,2008,47,SYR
Liberia,2008,50,LBR
United Kingdom,2008,52,GBR
Finland,2008,58,FIN
Belgium,2008,65,BEL
Denmark,2008,66,DNK
Norway,2008,66,NOR
Hungary,2008,71,HUN
Slovakia,2008,71,SVK
Ghana,2008,74,GHA
Austria,2008,81,AUT
Czech Republic,2008,82,CZE
Spain,2008,94,ESP
Mexico,2008,96,MEX
Chile,2008,97,CHL
Somalia,2008,114,SOM
Romania,2008,124,ROU
Mauritius,2008,126,MUS
Switzerland,2008,127,CHE
Jordan,2008,128,JOR
Iraq,2008,136,IRQ
Ukraine,2008,148,UKR
Zimbabwe,2008,150,ZWE
Papua New Guinea,2008,157,PNG
Israel,2008,171,ISR
Peru,2008,175,PER
Turkey,2008,184,TUR
Sweden,2008,207,SWE
Nepal,2008,244,NPL
Iran,2008,248,IRN
Colombia,2008,249,COL
Poland,2008,253,POL
Lebanon,2008,334,LBN
Singapore,2008,438,SGP
Russian Federation,2008,443,RUS
France,2008,449,FRA
Vietnam,2008,562,VNM
Japan,2008,869,JPN
French Polynesia,2009,5,PYF
Tuvalu,2009,5,TUV
Monaco,2009,5,MCO
Tajikistan,2009,5,TJK
Turkmenistan,2009,5,TKM
Bahrain,2009,5,BHR
Tunisia,2009,5,TUN
United Arab Emirates,2009,5,ARE
Angola,2009,5,AGO
Burkina Faso,2009,5,BFA
Central African Republic,2009,5,CAF
Djibouti,2009,5,DJI
Gambia,2009,5,GMB
Lesotho,2009,5,LSO
Madagascar,2009,5,MDG
Mali,2009,5,MLI
Niger,2009,5,NGA
Togo,2009,5,TGO
Bhutan,2009,5,BTN
Bahamas,2009,5,BHS
Barbados,2009,5,BRB
Dominican Republic,2009,5,DOM
French Guiana,2009,5,GUF
Guatemala,2009,5,GTM
Haiti,2009,5,HTI
Honduras,2009,5,HND
Nicaragua,2009,5,NIC
Panama,2009,5,PAN
Paraguay,2009,5,PRY
Cote d'Ivoire,2009,5,CIV
Korea,2009,5,PRK
Afghanistan,2009,5,AFG
Algeria,2009,5,DZA
Armenia,2009,5,ARM
Azerbaijan,2009,5,AZE
Cameroon,2009,5,CMR
Comoros,2009,5,COM
Congo,2009,5,COG
Costa Rica,2009,5,CRI
Cyprus,2009,5,CYP
Eritrea,2009,5,ERI
Grenada,2009,5,GRD
Guinea,2009,5,GIN
Iceland,2009,5,ISL
Jamaica,2009,5,JAM
Kosovo,2009,5,SRB
Kuwait,2009,5,KWT
Mauritania,2009,5,MRT
Montenegro,2009,5,MNE
Rwanda,2009,5,RWA
Samoa,2009,5,WSM
Somalia,2009,5,SOM
Suriname,2009,5,SUR
Vanuatu,2009,5,VUT
Yemen,2009,5,YEM
Albania,2009,5,ALB
Chile,2009,5,CHL
Colombia,2009,5,COL
Ethiopia,2009,5,ETH
France,2009,5,FRA
Ghana,2009,5,GHA
Israel,2009,5,ISR
Kenya,2009,5,KEN
Lithuania,2009,5,LTU
Malaysia,2009,5,MYS
Mauritius,2009,5,MUS
Myanmar,2009,5,MMR
Nigeria,2009,5,NGA
Peru,2009,5,PER
Poland,2009,5,POL
Russian Federation,2009,5,RUS
Singapore,2009,5,SGP
Spain,2009,5,ESP
Taiwan,2009,5,TWN
Tanzania,2009,5,TZA
Vietnam,2009,5,VNM
Kiribati,2009,6,KIR
Namibia,2009,6,NAM
Maldives,2009,6,MDV
Luxembourg,2009,6,LUX
Iran,2009,6,IRN
Italy,2009,6,ITA
Thailand,2009,6,THA
Georgia,2009,7,GEO
Senegal,2009,7,SEN
Cuba,2009,7,CUB
Morocco,2009,7,MAR
Uganda,2009,7,UGA
Nepal,2009,7,NPL
Ecuador,2009,8,ECU
Kyrgyzstan,2009,8,KGZ
Sierra Leone,2009,8,SLE
Lebanon,2009,8,LBN
United States of America,2009,8,USA
Mozambique,2009,9,MOZ
Malawi,2009,9,MWI
Nauru,2009,10,NRU
Trinidad and Tobago,2009,11,TTO
Moldova,2009,11,MDA
Brunei Darussalam,2009,12,BRN
Pakistan,2009,12,PAK
Bolivia,2009,14,BOL
Uruguay,2009,14,URY
Slovenia,2009,16,SVN
Mongolia,2009,16,MNG
Saudi Arabia,2009,17,SAU
Tonga,2009,17,TON
Burundi,2009,18,BDI
India,2009,19,IND
Turkey,2009,19,TUR
Botswana,2009,20,BWA
Seychelles,2009,20,SYC
Belarus,2009,21,BLR
Syria,2009,21,SYR
Philippines,2009,21,PHL
United Kingdom,2009,22,GBR
Estonia,2009,23,EST
"Korea, Republic of",2009,23,KOR
Solomon Islands,2009,25,SLB
Greece,2009,26,GRC
Kazakhstan,2009,27,KAZ
Sudan,2009,27,SDN
Croatia,2009,28,HRV
Latvia,2009,28,LVA
Malta,2009,29,MLT
Bulgaria,2009,29,BGR
El Salvador,2009,30,SLV
Zambia,2009,31,ZMB
Uzbekistan,2009,33,UZB
Sri Lanka,2009,33,LKA
Venezuela,2009,36,VEN
Bangladesh,2009,43,BGD
China,2009,45,CHN
Norway,2009,46,NOR
Fiji,2009,46,FJI
Czech Republic,2009,55,CZE
Finland,2009,55,FIN
Denmark,2009,56,DNK
Indonesia,2009,61,IDN
Liberia,2009,65,LBR
Argentina,2009,65,ARG
Slovakia,2009,69,SVK
Austria,2009,75,AUT
Belgium,2009,81,BEL
Hungary,2009,91,HUN
Serbia,2009,94,SRB
Portugal,2009,100,PRT
Mexico,2009,111,MEX
Switzerland,2009,120,CHE
Iraq,2009,121,IRQ
Romania,2009,134,ROU
Jordan,2009,141,JOR
Papua New Guinea,2009,152,PNG
Sweden,2009,168,SWE
Ukraine,2009,189,UKR
Zimbabwe,2009,192,ZWE
Netherlands,2009,296,NLD
Brazil,2009,485,BRA
Japan,2009,641,JPN
Ireland,2009,822,IRL
Canada,2009,965,CAN
Marshall Islands,2010,5,MHL
Nauru,2010,5,NRU
Andorra,2010,5,AND
Iceland,2010,5,ISL
Luxembourg,2010,5,LUX
Georgia,2010,5,GEO
Tajikistan,2010,5,TJK
Turkmenistan,2010,5,TKM
Bahrain,2010,5,BHR
Oman,2010,5,OMN
Saudi Arabia,2010,5,SAU
United Arab Emirates,2010,5,ARE
Benin,2010,5,BEN
Burkina Faso,2010,5,BFA
Chad,2010,5,TCD
Lesotho,2010,5,LSO
Malawi,2010,5,MWI
Mali,2010,5,MLI
Mozambique,2010,5,MOZ
Niger,2010,5,NGA
Togo,2010,5,TGO
Bhutan,2010,5,BTN
Maldives,2010,5,MDV
Bahamas,2010,5,BHS
Barbados,2010,5,BRB
French Guiana,2010,5,GUF
Guyana,2010,5,GUY
Honduras,2010,5,HND
Jamaica,2010,5,JAM
Nicaragua,2010,5,NIC
Panama,2010,5,PAN
Paraguay,2010,5,PRY
Suriname,2010,5,SUR
Comoros,2010,5,COM
Algeria,2010,5,DZA
American Samoa,2010,5,ASM
Armenia,2010,5,ARM
Burundi,2010,5,BDI
Cameroon,2010,5,CMR
Congo,2010,5,COG
Costa Rica,2010,5,CRI
Cyprus,2010,5,CYP
Djibouti,2010,5,DJI
Dominican Republic,2010,5,DOM
Guinea,2010,5,GIN
Korea,2010,5,PRK
Kosovo,2010,5,SRB
Kuwait,2010,5,KWT
Kyrgyzstan,2010,5,KGZ
Morocco,2010,5,MAR
New Caledonia,2010,5,NCL
Rwanda,2010,5,RWA
Samoa,2010,5,WSM
Senegal,2010,5,SEN
Tunisia,2010,5,TUN
Vanuatu,2010,5,VUT
Vatican City,2010,5,VAT
Yemen,2010,5,YEM
Brazil,2010,5,BRA
Chile,2010,5,CHL
Colombia,2010,5,COL
Cuba,2010,5,CUB
Gambia,2010,5,GMB
Ghana,2010,5,GHA
Greece,2010,5,GRC
Iran,2010,5,IRN
Iraq,2010,5,IRQ
Italy,2010,5,ITA
Jordan,2010,5,JOR
Kenya,2010,5,KEN
Lebanon,2010,5,LBN
Malaysia,2010,5,MYS
Malta,2010,5,MLT
Mexico,2010,5,MEX
Myanmar,2010,5,MMR
Nepal,2010,5,NPL
Netherlands,2010,5,NLD
Pakistan,2010,5,PAK
Papua New Guinea,2010,5,PNG
Peru,2010,5,PER
Poland,2010,5,POL
Portugal,2010,5,PRT
Russian Federation,2010,5,RUS
Somalia,2010,5,SOM
Spain,2010,5,ESP
Taiwan,2010,5,TWN
Thailand,2010,5,THA
United States of America,2010,5,USA
Vietnam,2010,5,VNM
Cote d'Ivoire,2010,6,CIV
Guatemala,2010,6,GTM
Romania,2010,6,ROU
Kiribati,2010,7,KIR
Madagascar,2010,7,MDG
Bolivia,2010,8,BOL
Azerbaijan,2010,8,AZE
El Salvador,2010,9,SLV
Trinidad and Tobago,2010,10,TTO
Albania,2010,10,ALB
Tonga,2010,11,TON
Uruguay,2010,11,URY
India,2010,11,IND
Turkey,2010,11,TUR
Namibia,2010,12,NAM
Seychelles,2010,12,SYC
Montenegro,2010,12,MNE
Moldova,2010,12,MDA
Slovenia,2010,13,SVN
Brunei Darussalam,2010,13,BRN
Mongolia,2010,13,MNG
Philippines,2010,13,PHL
Sri Lanka,2010,13,LKA
Zimbabwe,2010,13,ZWE
Afghanistan,2010,14,AFG
Solomon Islands,2010,15,SLB
Ecuador,2010,16,ECU
Latvia,2010,20,LVA
Bulgaria,2010,21,BGR
Lithuania,2010,21,LTU
Uganda,2010,22,UGA
Botswana,2010,23,BWA
Croatia,2010,23,HRV
Kazakhstan,2010,23,KAZ
Estonia,2010,25,EST
Bangladesh,2010,25,BGD
Belarus,2010,27,BLR
Sudan,2010,27,SDN
"Korea, Republic of",2010,28,KOR
Tanzania,2010,29,TZA
China,2010,29,CHN
Uzbekistan,2010,31,UZB
Venezuela,2010,33,VEN
United Kingdom,2010,34,GBR
Syria,2010,37,SYR
Ethiopia,2010,38,ETH
Zambia,2010,42,ZMB
Fiji,2010,44,FJI
Norway,2010,45,NOR
Indonesia,2010,48,IDN
Austria,2010,51,AUT
Argentina,2010,57,ARG
Slovakia,2010,58,SVK
Denmark,2010,62,DNK
Belgium,2010,65,BEL
Finland,2010,67,FIN
Liberia,2010,68,LBR
Sierra Leone,2010,68,SLE
Eritrea,2010,70,ERI
Hungary,2010,77,HUN
Czech Republic,2010,88,CZE
Serbia,2010,88,SRB
Switzerland,2010,117,CHE
Israel,2010,119,ISR
Nigeria,2010,145,NGA
Sweden,2010,150,SWE
Mauritius,2010,153,MUS
Ukraine,2010,156,UKR
Singapore,2010,391,SGP
France,2010,459,FRA
Japan,2010,674,JPN
Ireland,2010,766,IRL
Canada,2010,837,CAN
Kiribati,2011,5,KIR
Liechtenstein,2011,5,LIE
Luxembourg,2011,5,LUX
Kyrgyzstan,2011,5,KGZ
Turkmenistan,2011,5,TKM
Kuwait,2011,5,KWT
Mauritania,2011,5,MRT
Oman,2011,5,OMN
Qatar,2011,5,QAT
Saudi Arabia,2011,5,SAU
United Arab Emirates,2011,5,ARE
Angola,2011,5,AGO
Benin,2011,5,BEN
Burkina Faso,2011,5,BFA
Chad,2011,5,TCD
Congo,2011,5,COG
Djibouti,2011,5,DJI
Equatorial Guinea,2011,5,GNQ
Gambia,2011,5,GMB
Lesotho,2011,5,LSO
Madagascar,2011,5,MDG
Malawi,2011,5,MWI
Mali,2011,5,MLI
Namibia,2011,5,NAM
Niger,2011,5,NGA
Togo,2011,5,TGO
Bhutan,2011,5,BTN
Maldives,2011,5,MDV
Barbados,2011,5,BRB
Dominican Republic,2011,5,DOM
Grenada,2011,5,GRD
Guatemala,2011,5,GTM
Guyana,2011,5,GUY
Panama,2011,5,PAN
Paraguay,2011,5,PRY
Cote d'Ivoire,2011,5,CIV
American Samoa,2011,5,ASM
Antigua and Barbuda,2011,5,ATG
Belize,2011,5,BLZ
Cameroon,2011,5,CMR
Central African Republic,2011,5,CAF
Costa Rica,2011,5,CRI
Cyprus,2011,5,CYP
Dominica,2011,5,DMA
El Salvador,2011,5,SLV
Georgia,2011,5,GEO
Korea,2011,5,PRK
Kosovo,2011,5,SRB
Nicaragua,2011,5,NIC
Senegal,2011,5,SEN
Sierra Leone,2011,5,SLE
Somalia,2011,5,SOM
Tajikistan,2011,5,TJK
Tunisia,2011,5,TUN
Vanuatu,2011,5,VUT
Afghanistan,2011,5,AFG
Algeria,2011,5,DZA
Bahrain,2011,5,BHR
Bangladesh,2011,5,BGD
Bolivia,2011,5,BOL
Brazil,2011,5,BRA
Canada,2011,5,CAN
Chile,2011,5,CHL
Ecuador,2011,5,ECU
Eritrea,2011,5,ERI
Ghana,2011,5,GHA
Guinea,2011,5,GIN
Hungary,2011,5,HUN
Ireland,2011,5,IRL
Israel,2011,5,ISR
Italy,2011,5,ITA
Japan,2011,5,JPN
Jordan,2011,5,JOR
Kazakhstan,2011,5,KAZ
Lithuania,2011,5,LTU
Malaysia,2011,5,MYS
Malta,2011,5,MLT
Mexico,2011,5,MEX
Mongolia,2011,5,MNG
Morocco,2011,5,MAR
Nauru,2011,5,NRU
Nepal,2011,5,NPL
Netherlands,2011,5,NLD
Pakistan,2011,5,PAK
Papua New Guinea,2011,5,PNG
Poland,2011,5,POL
Russian Federation,2011,5,RUS
Samoa,2011,5,WSM
Serbia,2011,5,SRB
Singapore,2011,5,SGP
Slovakia,2011,5,SVK
Solomon Islands,2011,5,SLB
Sudan,2011,5,SDN
Sweden,2011,5,SWE
Syria,2011,5,SYR
Taiwan,2011,5,TWN
Uganda,2011,5,UGA
Ukraine,2011,5,UKR
Zambia,2011,5,ZMB
Zimbabwe,2011,5,ZWE
Tuvalu,2011,6,TUV
Botswana,2011,6,BWA
Mozambique,2011,6,MOZ
Turkey,2011,6,TUR
Yemen,2011,7,YEM
Jamaica,2011,7,JAM
Colombia,2011,7,COL
Kenya,2011,7,KEN
Lebanon,2011,7,LBN
Myanmar,2011,7,MMR
Iceland,2011,8,ISL
Uruguay,2011,8,URY
Ethiopia,2011,8,ETH
Mauritius,2011,8,MUS
Armenia,2011,9,ARM
Iran,2011,9,IRN
Brunei Darussalam,2011,10,BRN
Thailand,2011,10,THA
South Sudan,2011,11,SSD
Albania,2011,11,ALB
Azerbaijan,2011,12,AZE
Seychelles,2011,12,SYC
Trinidad and Tobago,2011,12,TTO
Montenegro,2011,12,MNE
Moldova,2011,13,MDA
Tonga,2011,14,TON
Slovenia,2011,15,SVN
Cuba,2011,15,CUB
United States of America,2011,15,USA
Belarus,2011,16,BLR
India,2011,17,IND
Philippines,2011,17,PHL
Vietnam,2011,20,VNM
Rwanda,2011,23,RWA
Tanzania,2011,23,TZA
Croatia,2011,25,HRV
Sri Lanka,2011,28,LKA
Indonesia,2011,29,IDN
Latvia,2011,31,LVA
Estonia,2011,32,EST
Bulgaria,2011,33,BGR
Uzbekistan,2011,36,UZB
Burundi,2011,37,BDI
Greece,2011,39,GRC
Norway,2011,39,NOR
Argentina,2011,42,ARG
China,2011,47,CHN
Fiji,2011,50,FJI
Venezuela,2011,57,VEN
Austria,2011,64,AUT
United Kingdom,2011,65,GBR
Belgium,2011,70,BEL
Denmark,2011,70,DNK
Liberia,2011,76,LBR
Finland,2011,77,FIN
Portugal,2011,92,PRT
"Korea, Republic of",2011,96,KOR
Czech Republic,2011,99,CZE
Iraq,2011,99,IRQ
Switzerland,2011,118,CHE
Nigeria,2011,121,NGA
Romania,2011,122,ROU
Spain,2011,140,ESP
Peru,2011,164,PER
France,2011,519,FRA
Kiribati,2012,5,KIR
Nauru,2012,5,NRU
Luxembourg,2012,5,LUX
Georgia,2012,5,GEO
Kyrgyzstan,2012,5,KGZ
Tajikistan,2012,5,TJK
Turkmenistan,2012,5,TKM
Kuwait,2012,5,KWT
Libya,2012,5,LBY
Oman,2012,5,OMN
Qatar,2012,5,QAT
United Arab Emirates,2012,5,ARE
Yemen,2012,5,YEM
Benin,2012,5,BEN
Cameroon,2012,5,CMR
Djibouti,2012,5,DJI
Gabon,2012,5,GAB
Gambia,2012,5,GMB
Mozambique,2012,5,MOZ
Togo,2012,5,TGO
Bhutan,2012,5,BTN
Maldives,2012,5,MDV
Barbados,2012,5,BRB
Belize,2012,5,BLZ
Dominica,2012,5,DMA
Guyana,2012,5,GUY
Haiti,2012,5,HTI
Panama,2012,5,PAN
Suriname,2012,5,SUR
Uruguay,2012,5,URY
American Samoa,2012,5,ASM
Montenegro,2012,5,MNE
Algeria,2012,5,DZA
Angola,2012,5,AGO
Antigua and Barbuda,2012,5,ATG
Bahamas,2012,5,BHS
Burkina Faso,2012,5,BFA
Cayman Islands,2012,5,CYM
Comoros,2012,5,COM
Congo,2012,5,COG
Cote d'Ivoire,2012,5,CIV
Cuba,2012,5,CUB
Ecuador,2012,5,ECU
Eritrea,2012,5,ERI
Falkland Islands,2012,5,FLK
French Polynesia,2012,5,PYF
Korea,2012,5,PRK
Liberia,2012,5,LBR
Liechtenstein,2012,5,LIE
Madagascar,2012,5,MDG
Mali,2012,5,MLI
Namibia,2012,5,NAM
New Caledonia,2012,5,NCL
Niger,2012,5,NGA
Saudi Arabia,2012,5,SAU
Senegal,2012,5,SEN
Sierra Leone,2012,5,SLE
Somalia,2012,5,SOM
Botswana,2012,5,BWA
Chile,2012,5,CHL
Colombia,2012,5,COL
Cyprus,2012,5,CYP
El Salvador,2012,5,SLV
Ethiopia,2012,5,ETH
France,2012,5,FRA
Ghana,2012,5,GHA
Greece,2012,5,GRC
Hungary,2012,5,HUN
Iran,2012,5,IRN
Iraq,2012,5,IRQ
Israel,2012,5,ISR
Kenya,2012,5,KEN
Malta,2012,5,MLT
Mongolia,2012,5,MNG
Myanmar,2012,5,MMR
Nepal,2012,5,NPL
Nigeria,2012,5,NGA
Norway,2012,5,NOR
Peru,2012,5,PER
Poland,2012,5,POL
Portugal,2012,5,PRT
Russian Federation,2012,5,RUS
Samoa,2012,5,WSM
Serbia,2012,5,SRB
Singapore,2012,5,SGP
Solomon Islands,2012,5,SLB
Spain,2012,5,ESP
Syria,2012,5,SYR
Taiwan,2012,5,TWN
Tanzania,2012,5,TZA
Thailand,2012,5,THA
Turkey,2012,5,TUR
Ukraine,2012,5,UKR
Azerbaijan,2012,6,AZE
Bahrain,2012,6,BHR
Guatemala,2012,6,GTM
Honduras,2012,6,HND
Costa Rica,2012,7,CRI
Paraguay,2012,7,PRY
Dominican Republic,2012,7,DOM
Papua New Guinea,2012,7,PNG
Zambia,2012,7,ZMB
Nicaragua,2012,8,NIC
Tunisia,2012,8,TUN
Malaysia,2012,8,MYS
Zimbabwe,2012,8,ZWE
Iceland,2012,9,ISL
Vanuatu,2012,9,VUT
Ireland,2012,9,IRL
Italy,2012,9,ITA
Jordan,2012,9,JOR
Mauritius,2012,9,MUS
Armenia,2012,10,ARM
Bolivia,2012,10,BOL
Latvia,2012,11,LVA
Malawi,2012,12,MWI
Seychelles,2012,12,SYC
Trinidad and Tobago,2012,12,TTO
Brunei Darussalam,2012,12,BRN
Jamaica,2012,12,JAM
Moldova,2012,12,MDA
Tonga,2012,12,TON
Brazil,2012,12,BRA
Afghanistan,2012,13,AFG
Morocco,2012,13,MAR
Netherlands,2012,13,NLD
United States of America,2012,13,USA
Pakistan,2012,14,PAK
Rwanda,2012,15,RWA
Slovenia,2012,15,SVN
Kosovo,2012,21,SRB
Lithuania,2012,21,LTU
Guinea,2012,26,GIN
Lebanon,2012,26,LBN
Sri Lanka,2012,26,LKA
Bulgaria,2012,28,BGR
Belarus,2012,29,BLR
Sudan,2012,30,SDN
Uganda,2012,31,UGA
Bangladesh,2012,31,BGD
Indonesia,2012,31,IDN
Vietnam,2012,31,VNM
Croatia,2012,33,HRV
Burundi,2012,36,BDI
India,2012,38,IND
Fiji,2012,39,FJI
Albania,2012,40,ALB
Kazakhstan,2012,43,KAZ
Uzbekistan,2012,45,UZB
Venezuela,2012,46,VEN
Estonia,2012,46,EST
Philippines,2012,52,PHL
United Kingdom,2012,53,GBR
Argentina,2012,58,ARG
Belgium,2012,60,BEL
"Korea, Republic of",2012,62,KOR
Austria,2012,64,AUT
Denmark,2012,67,DNK
Finland,2012,74,FIN
Slovakia,2012,74,SVK
South Sudan,2012,84,SSD
China,2012,87,CHN
Switzerland,2012,100,CHE
Czech Republic,2012,100,CZE
Romania,2012,125,ROU
Mexico,2012,128,MEX
Sweden,2012,185,SWE
Japan,2012,826,JPN
Canada,2012,908,CAN
Kiribati,2013,5,KIR
Nauru,2013,5,NRU
Luxembourg,2013,5,LUX
Kuwait,2013,5,KWT
Libya,2013,5,LBY
Oman,2013,5,OMN
Saudi Arabia,2013,5,SAU
United Arab Emirates,2013,5,ARE
Angola,2013,5,AGO
Benin,2013,5,BEN
Central African Republic,2013,5,CAF
Chad,2013,5,TCD
Congo,2013,5,COG
Djibouti,2013,5,DJI
Gambia,2013,5,GMB
Lesotho,2013,5,LSO
Madagascar,2013,5,MDG
Mali,2013,5,MLI
Namibia,2013,5,NAM
Niger,2013,5,NGA
Senegal,2013,5,SEN
Togo,2013,5,TGO
Bhutan,2013,5,BTN
Maldives,2013,5,MDV
Bermuda,2013,5,BMU
Antigua and Barbuda,2013,5,ATG
Bahamas,2013,5,BHS
Barbados,2013,5,BRB
Costa Rica,2013,5,CRI
Dominica,2013,5,DMA
Dominican Republic,2013,5,DOM
Grenada,2013,5,GRD
Guyana,2013,5,GUY
Haiti,2013,5,HTI
Honduras,2013,5,HND
Nicaragua,2013,5,NIC
Panama,2013,5,PAN
Paraguay,2013,5,PRY
Comoros,2013,5,COM
Algeria,2013,5,DZA
Belize,2013,5,BLZ
Bolivia,2013,5,BOL
Burundi,2013,5,BDI
Cameroon,2013,5,CMR
Cuba,2013,5,CUB
Eritrea,2013,5,ERI
Gabon,2013,5,GAB
Georgia,2013,5,GEO
Gibraltar,2013,5,GIB
Guatemala,2013,5,GTM
Guinea,2013,5,GIN
Iceland,2013,5,ISL
Korea,2013,5,PRK
Kosovo,2013,5,SRB
Kyrgyzstan,2013,5,KGZ
Montenegro,2013,5,MNE
Puerto Rico,2013,5,PRI
Qatar,2013,5,QAT
Reunion,2013,5,REU
Rwanda,2013,5,RWA
Sierra Leone,2013,5,SLE
Solomon Islands,2013,5,SLB
Suriname,2013,5,SUR
Uruguay,2013,5,URY
Vanuatu,2013,5,VUT
Yemen,2013,5,YEM
Albania,2013,5,ALB
Argentina,2013,5,ARG
Brazil,2013,5,BRA
Canada,2013,5,CAN
Croatia,2013,5,HRV
Denmark,2013,5,DNK
Ethiopia,2013,5,ETH
France,2013,5,FRA
Greece,2013,5,GRC
Iran,2013,5,IRN
Iraq,2013,5,IRQ
Italy,2013,5,ITA
Japan,2013,5,JPN
Kenya,2013,5,KEN
Mauritius,2013,5,MUS
Myanmar,2013,5,MMR
Netherlands,2013,5,NLD
Poland,2013,5,POL
Spain,2013,5,ESP
Taiwan,2013,5,TWN
Thailand,2013,5,THA
Uganda,2013,5,UGA
Vietnam,2013,5,VNM
Zimbabwe,2013,5,ZWE
Cote d'Ivoire,2013,6,CIV
Brunei Darussalam,2013,6,BRN
Nepal,2013,6,NPL
Sweden,2013,6,SWE
Ukraine,2013,6,UKR
Bahrain,2013,7,BHR
Trinidad and Tobago,2013,7,TTO
Tunisia,2013,7,TUN
Tuvalu,2013,7,TUV
Afghanistan,2013,7,AFG
Bangladesh,2013,7,BGD
Ireland,2013,7,IRL
Portugal,2013,7,PRT
Sri Lanka,2013,7,LKA
Tajikistan,2013,8,TJK
Botswana,2013,8,BWA
Mozambique,2013,8,MOZ
Morocco,2013,8,MAR
Somalia,2013,8,SOM
Papua New Guinea,2013,8,PNG
Azerbaijan,2013,9,AZE
Samoa,2013,9,WSM
"Korea, Republic of",2013,9,KOR
United States of America,2013,9,USA
El Salvador,2013,10,SLV
Malta,2013,10,MLT
Malawi,2013,11,MWI
Malaysia,2013,11,MYS
Moldova,2013,12,MDA
Seychelles,2013,12,SYC
India,2013,12,IND
Jamaica,2013,15,JAM
Mongolia,2013,15,MNG
China,2013,15,CHN
Philippines,2013,15,PHL
Tonga,2013,15,TON
Armenia,2013,16,ARM
Cyprus,2013,16,CYP
Indonesia,2013,16,IDN
Slovenia,2013,17,SVN
Fiji,2013,18,FJI
Lebanon,2013,20,LBN
Ecuador,2013,21,ECU
Latvia,2013,25,LVA
Belarus,2013,27,BLR
Uzbekistan,2013,27,UZB
Kazakhstan,2013,30,KAZ
Tanzania,2013,32,TZA
Lithuania,2013,34,LTU
Estonia,2013,39,EST
United Kingdom,2013,40,GBR
Sudan,2013,43,SDN
Slovakia,2013,48,SVK
Venezuela,2013,53,VEN
Austria,2013,54,AUT
Norway,2013,54,NOR
Zambia,2013,58,ZMB
Bulgaria,2013,59,BGR
Belgium,2013,66,BEL
Finland,2013,69,FIN
Syria,2013,78,SYR
Switzerland,2013,81,CHE
Serbia,2013,84,SRB
Liberia,2013,89,LBR
Mexico,2013,90,MEX
Israel,2013,96,ISR
Czech Republic,2013,98,CZE
Ghana,2013,102,GHA
Chile,2013,107,CHL
Romania,2013,111,ROU
Hungary,2013,113,HUN
Nigeria,2013,114,NGA
South Sudan,2013,120,SSD
Peru,2013,142,PER
Jordan,2013,156,JOR
Turkey,2013,225,TUR
Colombia,2013,368,COL
Russian Federation,2013,422,RUS
Singapore,2013,426,SGP
Pakistan,2013,1446,PAK
Iceland,2014,5,ISL
Luxembourg,2014,5,LUX
Turkmenistan,2014,5,TKM
Kuwait,2014,5,KWT
Oman,2014,5,OMN
Angola,2014,5,AGO
Burkina Faso,2014,5,BFA
Chad,2014,5,TCD
Congo,2014,5,COG
Djibouti,2014,5,DJI
Gabon,2014,5,GAB
Madagascar,2014,5,MDG
